ORDER_NUMBER,CUSTOMER_NAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,ADDRESS,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY
10239,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Torikatu 38,Oulu,,90110,Finland,EMEA
10253,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Berkeley Gardens 12  Brewery,Liverpool,,WX1 6LT,UK,EMEA
10266,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Strada Provinciale 124,Reggio Emilia,,42100,Italy,EMEA
10278,Signal Gift Stores,(702) 555-1838,8489 Strong St.,,8489 Strong St.,Las Vegas,NV,83030,USA,NA
10287,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Grenzacherweg 237,Gensve,,1203,Switzerland,EMEA
10301,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,"Drammensveien 126 A, PB 744 Sentrum",Oslo,,N 0106,Norway,EMEA
10310,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Mehrheimerstr. 369,Koln,,50739,Germany,EMEA
10321,FunGiftIdeas.com,(508) 555-2555,1785 First Street,,1785 First Street,New Bedford,MA,50553,USA,NA
10331,Motor Mint Distributors Inc.,(215) 555-9857,11328 Douglas Av.,,11328 Douglas Av.,Philadelphia,PA,71270,USA,NA
10342,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,636 St Kilda RoadLevel 3,Melbourne,Victoria,3004,Australia,APAC
10355,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10367,Toys4GrownUps.com,(626) 555-7265,78934 Hillside Dr.,,78934 Hillside Dr.,Pasadena,CA,90003,USA,NA
10378,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10390,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10405,Mini Caravy,88.60.1555,"24, place Kluber",,"24, place Kluber",Strasbourg,,67000,France,EMEA
10419,Salzburg Collectables,6562-9555,Geislweg 14,,Geislweg 14,Salzburg,,5020,Austria,EMEA
10105,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Vinb'ltet 34,Kobenhavn,,1734,Denmark,EMEA
10119,Salzburg Collectables,6562-9555,Geislweg 14,,Geislweg 14,Salzburg,,5020,Austria,EMEA
10129,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,35 King George,London,,WX3 6FW,UK,EMEA
10142,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10154,Boards & Toys Co.,(310) 555-2373,4097 Douglas Av.,,4097 Douglas Av.,Glendale,CA,92561,USA,NA
10167,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,?kergatan 24,Boras,,S-844 67,Sweden,EMEA
10177,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",,"Merchants House, 27-30 Merchant's Quay",Madrid,,28023,Spain,EMEA
10185,Mini Creations Ltd.,(508) 555-9555,4575 Hillside Dr.,,4575 Hillside Dr.,New Bedford,MA,50553,USA,NA
10197,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",,"Rambla de Catalu¤a, 23",Barcelona,,8022,Spain,EMEA
10208,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,"2, rue du Commerce",Lyon,,69004,France,EMEA
10222,Collectable Mini Designs Co.,(760) 555-8146,361 Furth Circle,,361 Furth Circle,San Diego,CA,91217,USA,NA
10233,Tekni Collectables Inc.,(201) 555-9350,7476 Moss Rd.,,7476 Moss Rd.,Newark,NJ,94019,USA,NA
10248,Land of Toys Inc.,(212) 555-7818,897 Long Airport Avenue,,897 Long Airport Avenue,NYC,NY,10022,USA,NA
10261,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,,43 rue St. Laurent,Montreal,Quebec,H1J 1C3,Canada,NA
10273,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,EMEA
10283,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,NA
10295,Gifts4AllAges.com,(617) 555-9555,8616 Spinnaker Dr.,,8616 Spinnaker Dr.,Boston,MA,51003,USA,NA
10306,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Fauntleroy Circus,Manchester,,EC2 5NT,UK,EMEA
10315,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,"67, rue des Cinquante Otages",Nantes,,44000,France,EMEA
10326,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8,,Berguvsv„gen  8,Lule,,S-958 22,Sweden,EMEA
10339,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,Japan
10350,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10373,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Torikatu 38,Oulu,,90110,Finland,EMEA
10384,Corporate Gift Ideas Co.,(650) 555-1386,7734 Strong St.,,7734 Strong St.,San Francisco,CA,,USA,NA
10396,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10414,Gifts4AllAges.com,(617) 555-9555,8616 Spinnaker Dr.,,8616 Spinnaker Dr.,Boston,MA,51003,USA,NA
10110,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Fauntleroy Circus,Manchester,,EC2 5NT,UK,EMEA
10124,Signal Gift Stores,(702) 555-1838,8489 Strong St.,,8489 Strong St.,Las Vegas,NV,83030,USA,NA
10148,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,201 Miller StreetLevel 15,North Sydney,NSW,2060,Australia,APAC
10161,Heintze Collectables,86 21 3555,Smagsloget 45,,Smagsloget 45,Aaarhus,,8200,Denmark,EMEA
10172,Gift Depot Inc.,(203) 555-2570,25593 South Bay Ln.,,25593 South Bay Ln.,Bridgewater,CT,97562,USA,NA
10182,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10192,Online Diecast Creations Co.,(603) 555-8647,2304 Long Airport Avenue,,2304 Long Airport Avenue,Nashua,NH,62005,USA,NA
10204,Muscle Machine Inc,(212) 555-7413,4092 Furth Circle,Suite 400,4092 Furth CircleSuite 400,NYC,NY,10022,USA,NA
10212,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10227,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,"2, rue du Commerce",Lyon,,69004,France,EMEA
10241,Mini Caravy,88.60.1555,"24, place Kluber",,"24, place Kluber",Strasbourg,,67000,France,EMEA
10267,Muscle Machine Inc,(212) 555-7413,4092 Furth Circle,Suite 400,4092 Furth CircleSuite 400,NYC,NY,10022,USA,NA
10279,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10288,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Village Close - 106 Linden Road Sandown2nd Floor,Singapore,,69045,Singapore,APAC
10302,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Berkeley Gardens 12  Brewery,Liverpool,,WX1 6LT,UK,EMEA
10311,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10321,FunGiftIdeas.com,(508) 555-2555,1785 First Street,,1785 First Street,New Bedford,MA,50553,USA,NA
10332,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Fauntleroy Circus,Manchester,,EC2 5NT,UK,EMEA
10346,Signal Gift Stores,(702) 555-1838,8489 Strong St.,,8489 Strong St.,Las Vegas,NV,83030,USA,NA
10368,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10380,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10407,The Sharp Gifts Warehouse,(408) 555-3659,3086 Ingle Ln.,,3086 Ingle Ln.,San Jose,CA,94217,USA,NA
10420,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,"Monitor Money Building, 815 Pacific HwyLevel 6",Chatswood,NSW,2067,Australia,APAC
10108,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,15 McCallum Street - NatWest Center #13-03,Makati City,,1227 MM,Philippines,Japan
10122,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",,"12, rue des Bouchers",Marseille,,13008,France,EMEA
10135,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10147,Collectables For Less Inc.,(617) 555-8555,7825 Douglas Av.,,7825 Douglas Av.,Brickhaven,MA,58339,USA,NA
10159,Corporate Gift Ideas Co.,(650) 555-1386,7734 Strong St.,,7734 Strong St.,San Francisco,CA,,USA,NA
10169,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,201 Miller StreetLevel 15,North Sydney,NSW,2060,Australia,APAC
10181,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,"Drammen 121, PR 744 Sentrum",Bergen,,N 5804,Norway,EMEA
10191,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Mehrheimerstr. 369,Koln,,50739,Germany,EMEA
10203,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10211,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",,"25, rue Lauriston",Paris,,75016,France,EMEA
10225,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Grenzacherweg 237,Gensve,,1203,Switzerland,EMEA
10238,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Vinb'ltet 34,Kobenhavn,,1734,Denmark,EMEA
10253,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Berkeley Gardens 12  Brewery,Liverpool,,WX1 6LT,UK,EMEA
10266,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Strada Provinciale 124,Reggio Emilia,,42100,Italy,EMEA
10276,Online Mini Collectables,(617) 555-7555,7635 Spinnaker Dr.,,7635 Spinnaker Dr.,Brickhaven,MA,58339,USA,NA
10287,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Grenzacherweg 237,Gensve,,1203,Switzerland,EMEA
10300,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Lyonerstr. 34,Frankfurt,,60528,Germany,EMEA
10310,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Mehrheimerstr. 369,Koln,,50739,Germany,EMEA
10320,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8,,Berguvsv„gen  8,Lule,,S-958 22,Sweden,EMEA
10331,Motor Mint Distributors Inc.,(215) 555-9857,11328 Douglas Av.,,11328 Douglas Av.,Philadelphia,PA,71270,USA,NA
10342,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,636 St Kilda RoadLevel 3,Melbourne,Victoria,3004,Australia,APAC
10355,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10363,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,"Software Engineering Center, SEC Oy",Espoo,,FIN-02271,Finland,EMEA
10378,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10390,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10419,Salzburg Collectables,6562-9555,Geislweg 14,,Geislweg 14,Salzburg,,5020,Austria,EMEA
10106,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Via Ludovico il Moro 22,Bergamo,,24100,Italy,EMEA
10119,Salzburg Collectables,6562-9555,Geislweg 14,,Geislweg 14,Salzburg,,5020,Austria,EMEA
10131,Gift Ideas Corp.,(203) 555-4407,2440 Pompton St.,,2440 Pompton St.,Glendale,CT,97561,USA,NA
10143,Mini Creations Ltd.,(508) 555-9555,4575 Hillside Dr.,,4575 Hillside Dr.,New Bedford,MA,50553,USA,NA
10155,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Keskuskatu 45,Helsinki,,21240,Finland,EMEA
10167,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,?kergatan 24,Boras,,S-844 67,Sweden,EMEA
10178,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,,1 rue Alsace-Lorraine,Toulouse,,31000,France,EMEA
10186,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,,120 Hanover Sq.,London,,WA1 1DP,UK,EMEA
10198,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,15 McCallum Street - NatWest Center #13-03,Makati City,,1227 MM,Philippines,Japan
10209,"Men 'R' US Retailers, Ltd.",(215) 555-4369,6047 Douglas Av.,,6047 Douglas Av.,Los Angeles,CA,,USA,NA
10222,Collectable Mini Designs Co.,(760) 555-8146,361 Furth Circle,,361 Furth Circle,San Diego,CA,91217,USA,NA
10249,Cambridge Collectables Co.,(617) 555-5555,4658 Baden Av.,,4658 Baden Av.,Cambridge,MA,51247,USA,NA
10262,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10274,Collectables For Less Inc.,(617) 555-8555,7825 Douglas Av.,,7825 Douglas Av.,Brickhaven,MA,58339,USA,NA
10284,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,"Drammensveien 126 A, PB 744 Sentrum",Oslo,,N 0106,Norway,EMEA
10296,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,,Hansastr. 15,Munich,,80686,Germany,EMEA
10307,"Classic Gift Ideas, Inc",(215) 555-4695,782 First Street,,782 First Street,Philadelphia,PA,71270,USA,NA
10316,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA
10328,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Via Ludovico il Moro 22,Bergamo,,24100,Italy,EMEA
10339,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,Japan
10351,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,35 King George,London,,WX3 6FW,UK,EMEA
10361,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,"Monitor Money Building, 815 Pacific HwyLevel 6",Chatswood,NSW,2067,Australia,APAC
10373,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Torikatu 38,Oulu,,90110,Finland,EMEA
10386,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10398,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,59 rue de l'Abbaye,Reims,,51100,France,EMEA
10400,The Sharp Gifts Warehouse,(408) 555-3659,3086 Ingle Ln.,,3086 Ingle Ln.,San Jose,CA,94217,USA,NA
10415,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,7 Allen Street,Glen Waverly,Victoria,3150,Australia,APAC
10110,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Fauntleroy Circus,Manchester,,EC2 5NT,UK,EMEA
10124,Signal Gift Stores,(702) 555-1838,8489 Strong St.,,8489 Strong St.,Las Vegas,NV,83030,USA,NA
10148,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,201 Miller StreetLevel 15,North Sydney,NSW,2060,Australia,APAC
10161,Heintze Collectables,86 21 3555,Smagsloget 45,,Smagsloget 45,Aaarhus,,8200,Denmark,EMEA
10172,Gift Depot Inc.,(203) 555-2570,25593 South Bay Ln.,,25593 South Bay Ln.,Bridgewater,CT,97562,USA,NA
10182,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10192,Online Diecast Creations Co.,(603) 555-8647,2304 Long Airport Avenue,,2304 Long Airport Avenue,Nashua,NH,62005,USA,NA
10204,Muscle Machine Inc,(212) 555-7413,4092 Furth Circle,Suite 400,4092 Furth CircleSuite 400,NYC,NY,10022,USA,NA
10212,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10226,Collectable Mini Designs Co.,(760) 555-8146,361 Furth Circle,,361 Furth Circle,San Diego,CA,91217,USA,NA
10241,Mini Caravy,88.60.1555,"24, place Kluber",,"24, place Kluber",Strasbourg,,67000,France,EMEA
10267,Muscle Machine Inc,(212) 555-7413,4092 Furth Circle,Suite 400,4092 Furth CircleSuite 400,NYC,NY,10022,USA,NA
10279,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10288,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Village Close - 106 Linden Road Sandown2nd Floor,Singapore,,69045,Singapore,APAC
10301,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,"Drammensveien 126 A, PB 744 Sentrum",Oslo,,N 0106,Norway,EMEA
10311,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10321,FunGiftIdeas.com,(508) 555-2555,1785 First Street,,1785 First Street,New Bedford,MA,50553,USA,NA
10332,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Fauntleroy Circus,Manchester,,EC2 5NT,UK,EMEA
10346,Signal Gift Stores,(702) 555-1838,8489 Strong St.,,8489 Strong St.,Las Vegas,NV,83030,USA,NA
10368,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10380,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10407,The Sharp Gifts Warehouse,(408) 555-3659,3086 Ingle Ln.,,3086 Ingle Ln.,San Jose,CA,94217,USA,NA
10420,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,"Monitor Money Building, 815 Pacific HwyLevel 6",Chatswood,NSW,2067,Australia,APAC
10105,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Vinb'ltet 34,Kobenhavn,,1734,Denmark,EMEA
10119,Salzburg Collectables,6562-9555,Geislweg 14,,Geislweg 14,Salzburg,,5020,Austria,EMEA
10129,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,35 King George,London,,WX3 6FW,UK,EMEA
10143,Mini Creations Ltd.,(508) 555-9555,4575 Hillside Dr.,,4575 Hillside Dr.,New Bedford,MA,50553,USA,NA
10155,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Keskuskatu 45,Helsinki,,21240,Finland,EMEA
10167,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,?kergatan 24,Boras,,S-844 67,Sweden,EMEA
10178,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,,1 rue Alsace-Lorraine,Toulouse,,31000,France,EMEA
10186,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,,120 Hanover Sq.,London,,WA1 1DP,UK,EMEA
10197,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",,"Rambla de Catalu¤a, 23",Barcelona,,8022,Spain,EMEA
10209,"Men 'R' US Retailers, Ltd.",(215) 555-4369,6047 Douglas Av.,,6047 Douglas Av.,Los Angeles,CA,,USA,NA
10222,Collectable Mini Designs Co.,(760) 555-8146,361 Furth Circle,,361 Furth Circle,San Diego,CA,91217,USA,NA
10248,Land of Toys Inc.,(212) 555-7818,897 Long Airport Avenue,,897 Long Airport Avenue,NYC,NY,10022,USA,NA
10262,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10273,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,EMEA
10283,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,NA
10296,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,,Hansastr. 15,Munich,,80686,Germany,EMEA
10307,"Classic Gift Ideas, Inc",(215) 555-4695,782 First Street,,782 First Street,Philadelphia,PA,71270,USA,NA
10316,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA
10326,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8,,Berguvsv„gen  8,Lule,,S-958 22,Sweden,EMEA
10339,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,Japan
10350,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10373,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Torikatu 38,Oulu,,90110,Finland,EMEA
10385,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10396,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10400,The Sharp Gifts Warehouse,(408) 555-3659,3086 Ingle Ln.,,3086 Ingle Ln.,San Jose,CA,94217,USA,NA
10414,Gifts4AllAges.com,(617) 555-9555,8616 Spinnaker Dr.,,8616 Spinnaker Dr.,Boston,MA,51003,USA,NA
10108,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,15 McCallum Street - NatWest Center #13-03,Makati City,,1227 MM,Philippines,Japan
10122,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",,"12, rue des Bouchers",Marseille,,13008,France,EMEA
10135,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10147,Collectables For Less Inc.,(617) 555-8555,7825 Douglas Av.,,7825 Douglas Av.,Brickhaven,MA,58339,USA,NA
10160,"Men 'R' US Retailers, Ltd.",(215) 555-4369,6047 Douglas Av.,,6047 Douglas Av.,Los Angeles,CA,,USA,NA
10170,Mini Auto Werke,7675-3555,Kirchgasse 6,,Kirchgasse 6,Graz,,8010,Austria,EMEA
10181,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,"Drammen 121, PR 744 Sentrum",Bergen,,N 5804,Norway,EMEA
10192,Online Diecast Creations Co.,(603) 555-8647,2304 Long Airport Avenue,,2304 Long Airport Avenue,Nashua,NH,62005,USA,NA
10203,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10212,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10225,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Grenzacherweg 237,Gensve,,1203,Switzerland,EMEA
10239,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Torikatu 38,Oulu,,90110,Finland,EMEA
10253,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Berkeley Gardens 12  Brewery,Liverpool,,WX1 6LT,UK,EMEA
10266,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Strada Provinciale 124,Reggio Emilia,,42100,Italy,EMEA
10278,Signal Gift Stores,(702) 555-1838,8489 Strong St.,,8489 Strong St.,Las Vegas,NV,83030,USA,NA
10287,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Grenzacherweg 237,Gensve,,1203,Switzerland,EMEA
10301,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,"Drammensveien 126 A, PB 744 Sentrum",Oslo,,N 0106,Norway,EMEA
10310,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Mehrheimerstr. 369,Koln,,50739,Germany,EMEA
10321,FunGiftIdeas.com,(508) 555-2555,1785 First Street,,1785 First Street,New Bedford,MA,50553,USA,NA
10331,Motor Mint Distributors Inc.,(215) 555-9857,11328 Douglas Av.,,11328 Douglas Av.,Philadelphia,PA,71270,USA,NA
10342,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,636 St Kilda RoadLevel 3,Melbourne,Victoria,3004,Australia,APAC
10355,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10363,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,"Software Engineering Center, SEC Oy",Espoo,,FIN-02271,Finland,EMEA
10378,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10390,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10405,Mini Caravy,88.60.1555,"24, place Kluber",,"24, place Kluber",Strasbourg,,67000,France,EMEA
10419,Salzburg Collectables,6562-9555,Geislweg 14,,Geislweg 14,Salzburg,,5020,Austria,EMEA
